LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER,Years as Customers,STORE_NBR
47284,OLDER SINGLES/COUPLES,Budget,10,47
47285,YOUNG SINGLES/COUPLES,Premium,1,47
47286,OLDER FAMILIES,Premium,11,47
47287,MIDAGE SINGLES/COUPLES,Budget,13,47
47288,YOUNG SINGLES/COUPLES,Budget,3,47
47289,MIDAGE SINGLES/COUPLES,Mainstream,10,47
47291,OLDER SINGLES/COUPLES,Premium,8,47
47292,YOUNG SINGLES/COUPLES,Budget,4,47
47293,RETIREES,Budget,8,47
47294,RETIREES,Mainstream,14,47
47297,RETIREES,Mainstream,1,47
47298,YOUNG SINGLES/COUPLES,Budget,3,47
47299,YOUNG FAMILIES,Mainstream,9,47
47300,YOUNG SINGLES/COUPLES,Mainstream,9,47
47301,YOUNG FAMILIES,Mainstream,8,47
47302,RETIREES,Mainstream,13,47
47303,OLDER SINGLES/COUPLES,Mainstream,3,47
47304,YOUNG SINGLES/COUPLES,Mainstream,5,47
47305,YOUNG SINGLES/COUPLES,Budget,9,47
47306,YOUNG SINGLES/COUPLES,Premium,8,47
47307,RETIREES,Budget,11,47
47309,YOUNG SINGLES/COUPLES,Budget,10,47
47310,OLDER SINGLES/COUPLES,Premium,1,47
47311,YOUNG FAMILIES,Mainstream,8,47
47312,YOUNG SINGLES/COUPLES,Premium,8,47
47314,YOUNG SINGLES/COUPLES,Mainstream,6,47
47315,RETIREES,Mainstream,1,47
47316,RETIREES,Budget,12,47
47317,YOUNG SINGLES/COUPLES,Mainstream,9,47
47319,MIDAGE SINGLES/COUPLES,Budget,9,47
47321,RETIREES,Mainstream,12,47
47322,RETIREES,Mainstream,10,47
47323,NEW FAMILIES,Budget,13,47
47324,RETIREES,Mainstream,6,47
47325,OLDER SINGLES/COUPLES,Budget,14,47
47326,MIDAGE SINGLES/COUPLES,Budget,3,47
47328,OLDER FAMILIES,Premium,14,47
47329,MIDAGE SINGLES/COUPLES,Premium,13,47
47333,OLDER FAMILIES,Mainstream,2,47
47335,OLDER FAMILIES,Budget,2,47
47336,YOUNG SINGLES/COUPLES,Budget,7,47
47337,NEW FAMILIES,Budget,4,47
47339,RETIREES,Budget,4,47
47340,OLDER FAMILIES,Budget,4,47
47341,OLDER SINGLES/COUPLES,Premium,15,47
47342,OLDER SINGLES/COUPLES,Premium,15,47
47343,YOUNG FAMILIES,Budget,4,47
47345,NEW FAMILIES,Budget,1,47
47347,OLDER SINGLES/COUPLES,Premium,7,47
47349,RETIREES,Mainstream,15,47
47350,MIDAGE SINGLES/COUPLES,Premium,2,47
47351,OLDER SINGLES/COUPLES,Mainstream,3,47
47352,MIDAGE SINGLES/COUPLES,Mainstream,2,47
47353,MIDAGE SINGLES/COUPLES,Mainstream,8,47
47354,YOUNG SINGLES/COUPLES,Mainstream,9,47
47355,RETIREES,Mainstream,1,47
47356,OLDER SINGLES/COUPLES,Premium,15,47
47358,OLDER SINGLES/COUPLES,Premium,5,47
47359,YOUNG SINGLES/COUPLES,Budget,8,47
47360,RETIREES,Mainstream,8,47
47361,YOUNG FAMILIES,Mainstream,4,47
47362,MIDAGE SINGLES/COUPLES,Mainstream,7,47
47363,OLDER FAMILIES,Mainstream,5,47
47364,YOUNG SINGLES/COUPLES,Mainstream,1,47
47365,YOUNG SINGLES/COUPLES,Premium,6,47
47368,RETIREES,Mainstream,13,47
47370,YOUNG SINGLES/COUPLES,Premium,9,47
47371,OLDER SINGLES/COUPLES,Mainstream,7,47
47373,RETIREES,Budget,3,47
47374,OLDER FAMILIES,Budget,8,47
47375,YOUNG SINGLES/COUPLES,Budget,4,47
47376,RETIREES,Budget,11,47
47378,YOUNG SINGLES/COUPLES,Mainstream,7,47
47380,YOUNG FAMILIES,Budget,4,47
47381,MIDAGE SINGLES/COUPLES,Budget,7,47
47382,YOUNG SINGLES/COUPLES,Mainstream,8,47
47384,NEW FAMILIES,Mainstream,5,47
47385,RETIREES,Mainstream,9,47
47386,MIDAGE SINGLES/COUPLES,Mainstream,5,47
47388,YOUNG FAMILIES,Mainstream,2,47
47389,MIDAGE SINGLES/COUPLES,Premium,13,47
47390,RETIREES,Budget,1,47
47391,OLDER SINGLES/COUPLES,Mainstream,4,47
47393,OLDER SINGLES/COUPLES,Budget,14,47
47394,YOUNG FAMILIES,Mainstream,6,47
47395,YOUNG FAMILIES,Budget,4,47
47396,OLDER SINGLES/COUPLES,Mainstream,15,47
47397,YOUNG SINGLES/COUPLES,Mainstream,4,47
47398,OLDER SINGLES/COUPLES,Budget,13,47
47399,RETIREES,Budget,15,47
47400,RETIREES,Premium,2,47
47401,RETIREES,Budget,3,47
47402,YOUNG FAMILIES,Budget,1,47
47403,OLDER FAMILIES,Mainstream,3,47
47404,MIDAGE SINGLES/COUPLES,Mainstream,12,47
47405,MIDAGE SINGLES/COUPLES,Premium,5,47
47408,YOUNG SINGLES/COUPLES,Budget,8,47
47409,YOUNG SINGLES/COUPLES,Mainstream,5,47
47410,RETIREES,Premium,10,47
47411,OLDER FAMILIES,Budget,4,47
47413,YOUNG FAMILIES,Premium,10,47
47414,NEW FAMILIES,Premium,15,47
47415,YOUNG SINGLES/COUPLES,Mainstream,3,47
47416,YOUNG SINGLES/COUPLES,Budget,10,47
47418,RETIREES,Premium,5,47
47419,RETIREES,Budget,14,47
47421,OLDER SINGLES/COUPLES,Mainstream,14,47
47422,OLDER FAMILIES,Budget,1,47
47423,YOUNG SINGLES/COUPLES,Premium,5,47
47424,MIDAGE SINGLES/COUPLES,Premium,10,47
47426,OLDER FAMILIES,Premium,15,47
47427,RETIREES,Mainstream,13,47
47428,YOUNG SINGLES/COUPLES,Budget,3,47
47429,OLDER SINGLES/COUPLES,Budget,8,47
47431,RETIREES,Mainstream,8,47
47434,RETIREES,Budget,1,47
47435,OLDER SINGLES/COUPLES,Mainstream,4,47
47436,OLDER SINGLES/COUPLES,Mainstream,8,47
47437,MIDAGE SINGLES/COUPLES,Mainstream,13,47
47439,YOUNG FAMILIES,Mainstream,5,47
47441,MIDAGE SINGLES/COUPLES,Premium,9,47
47442,OLDER FAMILIES,Budget,6,47
47443,YOUNG SINGLES/COUPLES,Mainstream,1,47
47444,OLDER SINGLES/COUPLES,Budget,7,47
47445,OLDER SINGLES/COUPLES,Budget,7,47
47446,RETIREES,Budget,12,47
47447,NEW FAMILIES,Premium,11,47
47449,YOUNG FAMILIES,Mainstream,8,47
47450,RETIREES,Budget,14,47
47451,OLDER SINGLES/COUPLES,Budget,1,47
47452,NEW FAMILIES,Budget,11,47
47454,YOUNG FAMILIES,Budget,9,47
47455,RETIREES,Mainstream,14,47
47456,YOUNG SINGLES/COUPLES,Budget,2,47
47457,YOUNG SINGLES/COUPLES,Budget,3,47
47458,YOUNG SINGLES/COUPLES,Mainstream,6,47
47459,YOUNG SINGLES/COUPLES,Mainstream,9,47
47460,YOUNG FAMILIES,Mainstream,10,47
47462,YOUNG SINGLES/COUPLES,Premium,6,47
47463,YOUNG SINGLES/COUPLES,Mainstream,2,47
47464,OLDER SINGLES/COUPLES,Budget,6,47
47465,RETIREES,Premium,14,47
47467,YOUNG FAMILIES,Mainstream,10,47
47468,RETIREES,Budget,4,47
47470,YOUNG SINGLES/COUPLES,Premium,10,47
47471,NEW FAMILIES,Premium,9,47
47472,RETIREES,Budget,7,47
47473,RETIREES,Premium,10,47
47474,YOUNG SINGLES/COUPLES,Premium,1,47
47475,OLDER SINGLES/COUPLES,Mainstream,9,47
47476,NEW FAMILIES,Budget,8,47
47477,YOUNG SINGLES/COUPLES,Mainstream,7,47
47479,YOUNG SINGLES/COUPLES,Mainstream,6,47
47480,MIDAGE SINGLES/COUPLES,Premium,10,47
47481,OLDER SINGLES/COUPLES,Premium,8,47
47482,RETIREES,Mainstream,9,47
47483,MIDAGE SINGLES/COUPLES,Premium,4,47
47484,RETIREES,Mainstream,2,47
47485,OLDER SINGLES/COUPLES,Mainstream,7,47
47486,RETIREES,Premium,1,47
47489,YOUNG SINGLES/COUPLES,Budget,2,47
47490,MIDAGE SINGLES/COUPLES,Premium,7,47
47491,YOUNG FAMILIES,Mainstream,7,47
47492,OLDER FAMILIES,Budget,10,47
47493,OLDER FAMILIES,Mainstream,3,47
47495,YOUNG SINGLES/COUPLES,Mainstream,10,47
47496,YOUNG SINGLES/COUPLES,Budget,6,47
47497,YOUNG SINGLES/COUPLES,Mainstream,5,47
47498,RETIREES,Budget,1,47
47499,RETIREES,Mainstream,1,47
47500,YOUNG SINGLES/COUPLES,Budget,3,47
48000,YOUNG SINGLES/COUPLES,Budget,7,48
48001,RETIREES,Mainstream,15,48
48002,OLDER SINGLES/COUPLES,Mainstream,13,48
48003,RETIREES,Mainstream,10,48
48004,OLDER FAMILIES,Budget,1,48
48005,YOUNG FAMILIES,Budget,1,48
48006,OLDER SINGLES/COUPLES,Budget,1,48
48007,OLDER SINGLES/COUPLES,Mainstream,6,48
48008,OLDER SINGLES/COUPLES,Budget,1,48
48009,MIDAGE SINGLES/COUPLES,Budget,12,48
48010,OLDER SINGLES/COUPLES,Budget,5,48
48011,YOUNG FAMILIES,Mainstream,9,48
48012,OLDER FAMILIES,Budget,6,48
48013,OLDER SINGLES/COUPLES,Premium,12,48
48014,RETIREES,Mainstream,6,48
48015,YOUNG FAMILIES,Mainstream,2,48
48016,YOUNG FAMILIES,Premium,8,48
48017,RETIREES,Mainstream,3,48
48018,RETIREES,Mainstream,13,48
48019,OLDER SINGLES/COUPLES,Budget,10,48
48020,YOUNG SINGLES/COUPLES,Premium,6,48
48021,RETIREES,Budget,10,48
48022,RETIREES,Mainstream,6,48
48023,OLDER FAMILIES,Budget,9,48
48024,YOUNG SINGLES/COUPLES,Mainstream,6,48
48025,YOUNG SINGLES/COUPLES,Mainstream,9,48
48026,YOUNG FAMILIES,Budget,10,48
48027,OLDER FAMILIES,Premium,3,48
48028,RETIREES,Premium,10,48
48029,OLDER FAMILIES,Premium,10,48
48030,OLDER FAMILIES,Premium,7,48
48031,OLDER SINGLES/COUPLES,Mainstream,3,48
48032,YOUNG FAMILIES,Mainstream,3,48
48033,OLDER SINGLES/COUPLES,Premium,6,48
48034,OLDER SINGLES/COUPLES,Mainstream,12,48
48035,RETIREES,Mainstream,1,48
48036,OLDER SINGLES/COUPLES,Mainstream,12,48
48037,YOUNG SINGLES/COUPLES,Mainstream,3,48
48038,OLDER FAMILIES,Budget,12,48
48039,OLDER FAMILIES,Premium,5,48
48040,RETIREES,Budget,3,48
48041,OLDER SINGLES/COUPLES,Mainstream,4,48
48042,YOUNG SINGLES/COUPLES,Mainstream,8,48
48043,YOUNG SINGLES/COUPLES,Mainstream,6,48
48044,OLDER SINGLES/COUPLES,Mainstream,9,48
48045,OLDER FAMILIES,Budget,4,48
48046,OLDER FAMILIES,Budget,10,48
48047,YOUNG FAMILIES,Budget,8,48
48048,RETIREES,Premium,10,48
48049,OLDER FAMILIES,Mainstream,7,48
48050,OLDER FAMILIES,Budget,4,48
48051,OLDER FAMILIES,Mainstream,11,48
48052,OLDER FAMILIES,Budget,5,48
48053,OLDER SINGLES/COUPLES,Premium,9,48
48054,OLDER FAMILIES,Mainstream,14,48
48055,YOUNG SINGLES/COUPLES,Budget,10,48
48056,MIDAGE SINGLES/COUPLES,Premium,7,48
48057,YOUNG FAMILIES,Premium,5,48
48058,RETIREES,Mainstream,14,48
48059,RETIREES,Premium,5,48
48060,MIDAGE SINGLES/COUPLES,Premium,14,48
48061,RETIREES,Mainstream,13,48
48062,RETIREES,Premium,3,48
48063,OLDER SINGLES/COUPLES,Mainstream,13,48
48064,YOUNG SINGLES/COUPLES,Budget,10,48
48065,OLDER FAMILIES,Budget,3,48
48066,YOUNG FAMILIES,Mainstream,4,48
48067,YOUNG SINGLES/COUPLES,Budget,4,48
48068,OLDER SINGLES/COUPLES,Mainstream,15,48
48069,OLDER FAMILIES,Budget,8,48
48070,OLDER SINGLES/COUPLES,Premium,10,48
48071,YOUNG FAMILIES,Mainstream,1,48
48072,MIDAGE SINGLES/COUPLES,Mainstream,12,48
48073,YOUNG SINGLES/COUPLES,Mainstream,1,48
48074,YOUNG FAMILIES,Budget,1,48
48075,YOUNG SINGLES/COUPLES,Budget,8,48
48076,MIDAGE SINGLES/COUPLES,Mainstream,12,48
48077,OLDER SINGLES/COUPLES,Premium,8,48
48078,MIDAGE SINGLES/COUPLES,Premium,14,48
48079,OLDER SINGLES/COUPLES,Budget,14,48
48080,OLDER SINGLES/COUPLES,Premium,9,48
48081,YOUNG FAMILIES,Premium,10,48
48082,OLDER FAMILIES,Premium,15,48
48083,YOUNG FAMILIES,Mainstream,5,48
48084,OLDER FAMILIES,Budget,4,48
48085,RETIREES,Budget,10,48
48086,RETIREES,Budget,2,48
48087,RETIREES,Premium,5,48
48088,RETIREES,Mainstream,8,48
48089,YOUNG FAMILIES,Budget,1,48
48090,NEW FAMILIES,Premium,13,48
48091,RETIREES,Mainstream,14,48
48092,YOUNG FAMILIES,Budget,4,48
48093,OLDER FAMILIES,Budget,8,48
48094,YOUNG SINGLES/COUPLES,Budget,6,48
48095,OLDER SINGLES/COUPLES,Mainstream,12,48
48096,RETIREES,Premium,3,48
48097,NEW FAMILIES,Mainstream,2,48
48098,MIDAGE SINGLES/COUPLES,Premium,7,48
48099,NEW FAMILIES,Premium,8,48
48100,RETIREES,Mainstream,2,48
48101,OLDER FAMILIES,Budget,8,48
48102,OLDER FAMILIES,Budget,14,48
48103,YOUNG SINGLES/COUPLES,Mainstream,3,48
48104,OLDER FAMILIES,Budget,14,48
48105,OLDER SINGLES/COUPLES,Mainstream,3,48
48106,YOUNG FAMILIES,Budget,8,48
48107,RETIREES,Premium,3,48
48108,OLDER SINGLES/COUPLES,Premium,15,48
48109,OLDER SINGLES/COUPLES,Budget,15,48
48110,OLDER FAMILIES,Budget,15,48
48111,YOUNG FAMILIES,Budget,10,48
48112,OLDER SINGLES/COUPLES,Premium,8,48
48113,OLDER FAMILIES,Mainstream,11,48
48114,YOUNG FAMILIES,Premium,1,48
48115,YOUNG FAMILIES,Budget,2,48
48116,YOUNG SINGLES/COUPLES,Mainstream,5,48
48117,OLDER FAMILIES,Mainstream,13,48
48118,OLDER SINGLES/COUPLES,Mainstream,12,48
48119,YOUNG SINGLES/COUPLES,Budget,9,48
48120,RETIREES,Premium,5,48
48121,RETIREES,Mainstream,2,48
48122,OLDER SINGLES/COUPLES,Budget,6,48
48123,YOUNG SINGLES/COUPLES,Mainstream,9,48
48124,OLDER FAMILIES,Budget,1,48
48125,RETIREES,Premium,15,48
48126,OLDER SINGLES/COUPLES,Budget,5,48
48127,OLDER FAMILIES,Budget,14,48
48128,YOUNG FAMILIES,Budget,8,48
48129,OLDER FAMILIES,Mainstream,14,48
48130,OLDER FAMILIES,Budget,11,48
48131,MIDAGE SINGLES/COUPLES,Budget,8,48
48132,RETIREES,Mainstream,11,48
48133,OLDER SINGLES/COUPLES,Premium,14,48
48134,OLDER SINGLES/COUPLES,Budget,10,48
48135,OLDER FAMILIES,Budget,7,48
48136,OLDER FAMILIES,Premium,3,48
48137,YOUNG FAMILIES,Budget,7,48
48138,RETIREES,Budget,13,48
48139,YOUNG FAMILIES,Premium,10,48
48140,YOUNG SINGLES/COUPLES,Premium,10,48
48141,OLDER FAMILIES,Budget,4,48
48142,MIDAGE SINGLES/COUPLES,Mainstream,3,48
48143,OLDER FAMILIES,Budget,7,48
48144,NEW FAMILIES,Budget,6,48
48145,YOUNG FAMILIES,Budget,9,48
48146,RETIREES,Premium,13,48
48147,YOUNG FAMILIES,Mainstream,6,48
48148,OLDER FAMILIES,Mainstream,2,48
48149,MIDAGE SINGLES/COUPLES,Premium,6,48
48150,OLDER SINGLES/COUPLES,Budget,10,48
48151,OLDER FAMILIES,Premium,15,48
48152,YOUNG FAMILIES,Budget,9,48
48153,YOUNG SINGLES/COUPLES,Premium,3,48
48154,RETIREES,Budget,12,48
48155,OLDER SINGLES/COUPLES,Budget,3,48
48156,RETIREES,Premium,4,48
48157,OLDER FAMILIES,Premium,3,48
48158,MIDAGE SINGLES/COUPLES,Mainstream,6,48
48159,NEW FAMILIES,Mainstream,1,48
48160,RETIREES,Mainstream,7,48
48161,YOUNG FAMILIES,Mainstream,1,48
48162,OLDER SINGLES/COUPLES,Budget,7,48
48163,OLDER FAMILIES,Budget,15,48
48164,OLDER FAMILIES,Mainstream,15,48
48165,OLDER SINGLES/COUPLES,Mainstream,10,48
48166,OLDER FAMILIES,Mainstream,14,48
48167,YOUNG SINGLES/COUPLES,Mainstream,6,48
48168,YOUNG FAMILIES,Premium,4,48
48169,YOUNG FAMILIES,Budget,2,48
48170,RETIREES,Mainstream,10,48
48171,OLDER SINGLES/COUPLES,Mainstream,2,48
48172,OLDER SINGLES/COUPLES,Budget,10,48
48173,RETIREES,Mainstream,9,48
48174,MIDAGE SINGLES/COUPLES,Premium,5,48
48175,YOUNG FAMILIES,Mainstream,2,48
48176,OLDER FAMILIES,Mainstream,11,48
48177,RETIREES,Budget,13,48
48178,YOUNG SINGLES/COUPLES,Mainstream,8,48
48179,MIDAGE SINGLES/COUPLES,Budget,5,48
48180,OLDER FAMILIES,Budget,5,48
48181,OLDER SINGLES/COUPLES,Mainstream,14,48
48182,OLDER FAMILIES,Budget,5,48
48183,MIDAGE SINGLES/COUPLES,Premium,7,48
48184,RETIREES,Premium,10,48
48185,YOUNG SINGLES/COUPLES,Mainstream,5,48
48186,OLDER SINGLES/COUPLES,Mainstream,10,48
48187,OLDER SINGLES/COUPLES,Mainstream,12,48
48188,MIDAGE SINGLES/COUPLES,Budget,12,48
48189,YOUNG FAMILIES,Budget,1,48
48190,MIDAGE SINGLES/COUPLES,Mainstream,6,48
48191,MIDAGE SINGLES/COUPLES,Mainstream,3,48
48192,YOUNG SINGLES/COUPLES,Premium,3,48
48193,OLDER FAMILIES,Budget,12,48
48194,YOUNG FAMILIES,Mainstream,3,48
48195,OLDER SINGLES/COUPLES,Mainstream,11,48
48196,OLDER SINGLES/COUPLES,Mainstream,2,48
48197,YOUNG FAMILIES,Budget,2,48
48198,YOUNG SINGLES/COUPLES,Mainstream,3,48
48199,OLDER FAMILIES,Premium,11,48
48200,MIDAGE SINGLES/COUPLES,Premium,7,48
48201,YOUNG FAMILIES,Budget,10,48
48202,RETIREES,Mainstream,6,48
48203,OLDER FAMILIES,Budget,1,48
48204,OLDER SINGLES/COUPLES,Budget,3,48
48205,OLDER SINGLES/COUPLES,Budget,7,48
48206,OLDER FAMILIES,Premium,5,48
48207,OLDER SINGLES/COUPLES,Budget,13,48
48208,OLDER SINGLES/COUPLES,Budget,6,48
48209,MIDAGE SINGLES/COUPLES,Mainstream,12,48
48210,RETIREES,Premium,1,48
48211,OLDER SINGLES/COUPLES,Premium,3,48
48212,MIDAGE SINGLES/COUPLES,Premium,12,48
48213,YOUNG SINGLES/COUPLES,Mainstream,2,48
48214,YOUNG FAMILIES,Mainstream,3,48
48215,RETIREES,Mainstream,14,48
48216,MIDAGE SINGLES/COUPLES,Mainstream,6,48
48217,YOUNG FAMILIES,Mainstream,10,48
48218,YOUNG SINGLES/COUPLES,Budget,1,48
48219,OLDER FAMILIES,Mainstream,12,48
48220,OLDER SINGLES/COUPLES,Premium,10,48
48221,OLDER SINGLES/COUPLES,Mainstream,8,48
48222,OLDER SINGLES/COUPLES,Premium,5,48
48223,OLDER SINGLES/COUPLES,Mainstream,15,48
48224,RETIREES,Mainstream,10,48
48225,OLDER SINGLES/COUPLES,Premium,5,48
48226,RETIREES,Premium,3,48
48227,OLDER SINGLES/COUPLES,Premium,13,48
48228,OLDER FAMILIES,Budget,11,48
48229,OLDER SINGLES/COUPLES,Mainstream,6,48
48230,OLDER SINGLES/COUPLES,Mainstream,3,48
48231,OLDER FAMILIES,Budget,15,48
48232,YOUNG SINGLES/COUPLES,Mainstream,10,48
48233,OLDER SINGLES/COUPLES,Budget,4,48
48234,RETIREES,Premium,4,48
48235,OLDER SINGLES/COUPLES,Premium,13,48
48236,OLDER FAMILIES,Premium,3,48
48237,RETIREES,Mainstream,11,48
48238,YOUNG SINGLES/COUPLES,Mainstream,8,48
48239,MIDAGE SINGLES/COUPLES,Premium,8,48
48240,YOUNG SINGLES/COUPLES,Budget,4,48
48241,YOUNG SINGLES/COUPLES,Premium,9,48
48242,MIDAGE SINGLES/COUPLES,Mainstream,10,48
48243,RETIREES,Mainstream,15,48
49000,RETIREES,Budget,13,49
49001,YOUNG SINGLES/COUPLES,Premium,8,49
49002,RETIREES,Budget,6,49
49003,YOUNG SINGLES/COUPLES,Mainstream,3,49
49004,RETIREES,Mainstream,10,49
49005,YOUNG FAMILIES,Budget,10,49
49006,OLDER SINGLES/COUPLES,Premium,7,49
49007,YOUNG SINGLES/COUPLES,Mainstream,8,49
49008,OLDER SINGLES/COUPLES,Budget,4,49
49009,RETIREES,Mainstream,12,49
49010,MIDAGE SINGLES/COUPLES,Mainstream,6,49
49011,OLDER SINGLES/COUPLES,Premium,13,49
49012,OLDER FAMILIES,Budget,11,49
49013,YOUNG FAMILIES,Budget,8,49
49014,YOUNG SINGLES/COUPLES,Mainstream,2,49
49015,YOUNG SINGLES/COUPLES,Budget,2,49
49016,OLDER SINGLES/COUPLES,Mainstream,5,49
49017,OLDER SINGLES/COUPLES,Budget,13,49
49018,OLDER SINGLES/COUPLES,Premium,1,49
49019,RETIREES,Mainstream,7,49
49020,OLDER FAMILIES,Budget,15,49
49021,OLDER FAMILIES,Budget,4,49
49022,YOUNG SINGLES/COUPLES,Mainstream,6,49
49023,YOUNG FAMILIES,Mainstream,9,49
49024,OLDER SINGLES/COUPLES,Budget,2,49
49025,OLDER SINGLES/COUPLES,Mainstream,3,49
49026,YOUNG FAMILIES,Premium,10,49
49027,MIDAGE SINGLES/COUPLES,Premium,2,49
49028,YOUNG SINGLES/COUPLES,Budget,4,49
49029,RETIREES,Premium,8,49
49030,RETIREES,Mainstream,2,49
49031,OLDER SINGLES/COUPLES,Mainstream,11,49
49032,RETIREES,Premium,11,49
49034,YOUNG SINGLES/COUPLES,Premium,5,49
49035,OLDER SINGLES/COUPLES,Premium,5,49
49036,YOUNG SINGLES/COUPLES,Mainstream,5,49
49037,OLDER SINGLES/COUPLES,Budget,1,49
49038,YOUNG SINGLES/COUPLES,Mainstream,8,49
49039,OLDER SINGLES/COUPLES,Premium,8,49
49040,MIDAGE SINGLES/COUPLES,Mainstream,3,49
49041,OLDER SINGLES/COUPLES,Budget,9,49
49042,OLDER FAMILIES,Premium,11,49
49043,OLDER SINGLES/COUPLES,Budget,7,49
49044,OLDER FAMILIES,Budget,6,49
49045,YOUNG FAMILIES,Budget,10,49
49046,OLDER SINGLES/COUPLES,Mainstream,14,49
49047,MIDAGE SINGLES/COUPLES,Mainstream,3,49
49048,YOUNG SINGLES/COUPLES,Mainstream,10,49
49049,YOUNG FAMILIES,Premium,2,49
49050,MIDAGE SINGLES/COUPLES,Mainstream,2,49
49051,MIDAGE SINGLES/COUPLES,Mainstream,14,49
49052,OLDER SINGLES/COUPLES,Mainstream,4,49
49053,OLDER SINGLES/COUPLES,Mainstream,8,49
49054,OLDER SINGLES/COUPLES,Budget,8,49
49055,RETIREES,Budget,8,49
49056,RETIREES,Mainstream,7,49
49057,YOUNG FAMILIES,Budget,7,49
49058,MIDAGE SINGLES/COUPLES,Premium,6,49
49059,OLDER FAMILIES,Mainstream,10,49
49060,OLDER SINGLES/COUPLES,Mainstream,14,49
49061,MIDAGE SINGLES/COUPLES,Premium,13,49
49062,YOUNG SINGLES/COUPLES,Budget,6,49
49063,YOUNG SINGLES/COUPLES,Mainstream,3,49
49064,MIDAGE SINGLES/COUPLES,Mainstream,3,49
49065,RETIREES,Mainstream,9,49
49066,RETIREES,Premium,10,49
49067,YOUNG SINGLES/COUPLES,Mainstream,2,49
49068,OLDER SINGLES/COUPLES,Premium,7,49
49069,OLDER SINGLES/COUPLES,Budget,10,49
49070,OLDER FAMILIES,Premium,2,49
49071,YOUNG SINGLES/COUPLES,Mainstream,8,49
49072,YOUNG SINGLES/COUPLES,Mainstream,7,49
49073,RETIREES,Mainstream,8,49
49074,OLDER SINGLES/COUPLES,Budget,13,49
49075,OLDER SINGLES/COUPLES,Budget,4,49
49076,MIDAGE SINGLES/COUPLES,Premium,15,49
49077,OLDER SINGLES/COUPLES,Mainstream,6,49
49078,OLDER SINGLES/COUPLES,Budget,6,49
49079,OLDER FAMILIES,Budget,9,49
49080,RETIREES,Mainstream,6,49
49081,RETIREES,Mainstream,11,49
49082,YOUNG SINGLES/COUPLES,Mainstream,3,49
49083,OLDER FAMILIES,Budget,3,49
49084,OLDER SINGLES/COUPLES,Mainstream,6,49
49085,NEW FAMILIES,Budget,7,49
49086,YOUNG SINGLES/COUPLES,Budget,7,49
49087,YOUNG SINGLES/COUPLES,Mainstream,2,49
49088,YOUNG FAMILIES,Budget,3,49
49089,YOUNG FAMILIES,Budget,7,49
49090,OLDER SINGLES/COUPLES,Mainstream,5,49
49091,OLDER SINGLES/COUPLES,Budget,7,49
49092,YOUNG SINGLES/COUPLES,Mainstream,5,49
49093,YOUNG SINGLES/COUPLES,Budget,8,49
49094,OLDER SINGLES/COUPLES,Mainstream,5,49
49095,OLDER SINGLES/COUPLES,Mainstream,10,49
49096,OLDER SINGLES/COUPLES,Premium,11,49
49097,OLDER SINGLES/COUPLES,Mainstream,7,49
49098,YOUNG FAMILIES,Mainstream,1,49
49099,YOUNG SINGLES/COUPLES,Mainstream,3,49
49100,YOUNG FAMILIES,Premium,4,49
49101,NEW FAMILIES,Mainstream,14,49
49102,OLDER SINGLES/COUPLES,Mainstream,13,49
49103,MIDAGE SINGLES/COUPLES,Mainstream,11,49
49104,RETIREES,Mainstream,13,49
49105,YOUNG SINGLES/COUPLES,Mainstream,7,49
49106,YOUNG SINGLES/COUPLES,Mainstream,3,49
49107,OLDER FAMILIES,Budget,10,49
49108,MIDAGE SINGLES/COUPLES,Premium,1,49
49109,OLDER SINGLES/COUPLES,Mainstream,8,49
49110,YOUNG FAMILIES,Budget,2,49
49111,OLDER SINGLES/COUPLES,Premium,12,49
49112,RETIREES,Premium,9,49
49113,YOUNG FAMILIES,Budget,8,49
49114,YOUNG FAMILIES,Premium,3,49
49115,YOUNG SINGLES/COUPLES,Mainstream,3,49
49116,OLDER SINGLES/COUPLES,Budget,5,49
49117,MIDAGE SINGLES/COUPLES,Mainstream,4,49
49118,OLDER SINGLES/COUPLES,Premium,2,49
49119,YOUNG SINGLES/COUPLES,Mainstream,3,49
49120,OLDER FAMILIES,Budget,3,49
49121,RETIREES,Budget,7,49
49122,YOUNG SINGLES/COUPLES,Budget,2,49
49123,MIDAGE SINGLES/COUPLES,Mainstream,13,49
49124,YOUNG SINGLES/COUPLES,Mainstream,6,49
49125,OLDER SINGLES/COUPLES,Premium,14,49
49126,YOUNG FAMILIES,Mainstream,4,49
49127,OLDER FAMILIES,Premium,12,49
49128,OLDER SINGLES/COUPLES,Mainstream,4,49
49129,MIDAGE SINGLES/COUPLES,Mainstream,5,49
49130,MIDAGE SINGLES/COUPLES,Premium,2,49
49131,OLDER SINGLES/COUPLES,Budget,3,49
49132,OLDER SINGLES/COUPLES,Mainstream,12,49
49133,OLDER SINGLES/COUPLES,Budget,4,49
49134,YOUNG SINGLES/COUPLES,Mainstream,4,49
49135,OLDER SINGLES/COUPLES,Mainstream,14,49
49136,YOUNG FAMILIES,Budget,10,49
49137,OLDER SINGLES/COUPLES,Budget,3,49
49138,OLDER SINGLES/COUPLES,Mainstream,5,49
49139,OLDER FAMILIES,Premium,14,49
49140,OLDER FAMILIES,Budget,14,49
49141,YOUNG SINGLES/COUPLES,Budget,7,49
49142,OLDER SINGLES/COUPLES,Premium,13,49
